Trip ID,Date and Time,Distance Driven (miles_driven),Load Type,Delivery Status,Fuel Efficiency (MPG),Diesel Fuel Used (gallons),Driver Name,Driver Experience (years),Hours Worked,Driver Profit ($),Delivery Cost ($),Fuel Cost ($),Profit Margin (%),Cost per Mile ($),Profit per Mile ($),Fuel Cost per Mile ($),Total Revenue ($),Load Time (hrs),Unload Time (hrs),Total Load/Unload Time (hrs),Customer Location,Order Quantity (gallons),Fuel Prices ($/gallon),Delivery Frequency (days)
TRIP-0383,2023-05-20 04:29:32.972972974,492,Ethanol,Incomplete,7.31,190,Driver_6,10,6,1001,4630,479.6,23.18,1.73,2.92,1.5,3525,1.29,1.43,3.41,CityD,890,4.38,12
TRIP-0384,2023-05-20 13:14:14.054054054,420,Ethanol,On-Time,6.27,162,Driver_6,1,14,1802,1498,757.65,20.84,3.36,2.37,0.37,5215,2.39,2.46,3.5,CityE,1154,3.45,5
TRIP-0385,2023-05-20 21:58:55.135135136,424,Gasoline,Incomplete,6.06,154,Driver_7,25,13,1473,4969,1399.87,8.51,3.24,0.94,1.34,2938,2.79,2.29,3.79,CityA,6335,3.07,12
TRIP-0386,2023-05-21 06:43:36.216216216,71,Gasoline,Incomplete,7.88,241,Driver_3,29,7,1119,1951,1040.99,16.07,3.96,0.66,0.72,4232,2.27,2.97,5.16,CityC,4771,3.12,23
TRIP-0387,2023-05-21 15:28:17.297297298,287,Gasoline,On-Time,5.55,66,Driver_6,13,13,709,2251,674.84,19.04,4.25,1.94,1.58,4744,1.44,1.43,5.21,CityA,9455,3.75,1
TRIP-0388,2023-05-22 00:12:58.378378378,207,Diesel,Late,5.27,169,Driver_9,17,12,829,2780,327.41,26.23,1.51,1.39,1.17,7221,1.11,2.2,4.88,CityD,3900,3.16,28
TRIP-0389,2023-05-22 08:57:39.459459460,87,Diesel,Late,7.31,186,Driver_9,3,11,1201,3434,504.35,16.09,1.07,1.19,0.43,4465,2.23,2.56,2.09,CityB,5819,4.19,2
TRIP-0390,2023-05-22 17:42:20.540540540,279,Gasoline,On-Time,5.2,218,Driver_2,8,6,1296,4234,934.64,27.97,3.76,2.52,1.15,1440,1.09,1.68,4.26,CityB,7232,4.29,27
TRIP-0391,2023-05-23 02:27:01.621621622,414,Ethanol,Incomplete,7.51,178,Driver_6,14,12,1505,3846,1119.53,16.01,2.21,1.42,0.91,1461,2.23,1.76,4.99,CityD,7174,3.75,16
TRIP-0392,2023-05-23 11:11:42.702702704,100,Ethanol,Late,6.31,179,Driver_4,3,12,1115,2373,317.97,18.72,3.5,1.29,0.52,9803,1.45,2.78,3.78,CityE,1585,4.49,27
TRIP-0393,2023-05-23 19:56:23.783783784,487,Diesel,Incomplete,7.75,109,Driver_8,16,14,1583,4303,959.46,24.91,1.6,2.62,1.71,6413,2.81,1.81,5.78,CityE,5946,3.98,22
TRIP-0394,2023-05-24 04:41:04.864864866,313,Diesel,On-Time,7.16,97,Driver_2,13,6,1233,2479,892.97,19.58,2.88,2.62,0.22,6755,1.95,2.25,5.3,CityD,4876,3.86,2
TRIP-0395,2023-05-24 13:25:45.945945946,332,Ethanol,On-Time,6.83,78,Driver_5,20,7,1434,1198,843.84,29.01,3.02,1.39,0.76,6012,1.45,2.78,4.55,CityD,2463,3.81,16
TRIP-0396,2023-05-24 22:10:27.027027028,76,Diesel,Late,7.85,146,Driver_8,24,14,351,1812,1081.67,21.51,3.34,2.58,0.22,4163,2.71,1.42,2.25,CityD,5677,3.86,20
TRIP-0397,2023-05-25 06:55:08.108108108,275,Ethanol,Late,6.19,59,Driver_4,17,14,1228,3462,1280.56,18.07,3.05,2.63,0.37,7752,1.51,2.96,4.61,CityD,5072,4.94,26
TRIP-0398,2023-05-25 15:39:49.189189190,326,Gasoline,Incomplete,7.86,291,Driver_3,13,11,1418,3438,586.04,5.59,2.98,1.56,0.73,1005,1.61,2.4,5.65,CityD,8043,4.36,16
TRIP-0399,2023-05-26 00:24:30.270270270,335,Diesel,Late,5.41,107,Driver_2,29,11,1506,2800,1350.17,15.34,2.33,0.67,0.3,5776,2.67,1.99,3.52,CityD,9407,3.63,6
TRIP-0400,2023-05-26 09:09:11.351351352,146,Gasoline,On-Time,6.45,237,Driver_1,6,9,663,3697,366.86,12.48,1.28,0.5,1.27,8038,1.62,1.86,5.35,CityB,742,4.47,13
TRIP-0401,2023-05-26 17:53:52.432432432,333,Diesel,On-Time,5.81,281,Driver_5,17,9,1336,626,383.58,23.7,1.36,1.81,0.36,7414,1.82,2.91,3.25,CityA,7010,3.66,12
TRIP-0402,2023-05-27 02:38:33.513513514,416,Diesel,On-Time,6.62,70,Driver_7,14,10,470,1691,510.14,10.21,2.74,1.36,1.46,6739,1.7,1.41,4.28,CityE,4415,3.25,23
TRIP-0403,2023-05-27 11:23:14.594594594,497,Gasoline,Incomplete,5.49,77,Driver_10,17,8,1386,3139,311.37,10.13,2.42,2.99,0.29,4970,1.23,1.62,4.59,CityA,1337,3.95,10
TRIP-0404,2023-05-27 20:07:55.675675676,366,Gasoline,Late,7.52,252,Driver_7,30,6,659,4889,460.93,9.74,3.06,2.43,0.31,3606,1.08,1.62,4.71,CityB,3823,4.5,5
TRIP-0405,2023-05-28 04:52:36.756756758,353,Diesel,Incomplete,7.54,296,Driver_4,8,6,304,4416,293.66,8.14,2.22,2.4,0.75,1098,2.45,1.58,5.53,CityC,3453,3.76,8
TRIP-0406,2023-05-28 13:37:17.837837838,196,Gasoline,Incomplete,7.87,83,Driver_3,11,12,1916,1866,1259.37,12.78,3.75,2.89,1.81,1525,2.29,1.94,2.94,CityA,1932,4.74,6
TRIP-0407,2023-05-28 22:21:58.918918920,53,Ethanol,Late,5.46,57,Driver_6,20,6,1779,1519,337.61,27.15,4.46,2.72,1.35,7337,1.56,2.98,3.05,CityC,7354,3.77,5
TRIP-0408,2023-05-29 07:06:40.000000000,84,Ethanol,On-Time,6.87,236,Driver_10,28,6,1505,4579,1158.85,24.37,2.2,1.3,1.59,2180,1.59,2.78,4.82,CityB,8155,3.7,20
TRIP-0409,2023-05-29 15:51:21.081081082,241,Gasoline,Late,6.42,263,Driver_6,1,8,1910,1184,214.68,23.38,1.77,0.91,0.45,9067,2.89,1.66,2.71,CityE,8931,5.0,22
TRIP-0410,2023-05-30 00:36:02.162162162,98,Ethanol,Late,6.03,249,Driver_4,26,9,361,4129,1430.5,24.93,1.46,2.36,1.7,5491,2.98,1.85,3.86,CityC,8830,3.96,6
TRIP-0411,2023-05-30 09:20:43.243243244,66,Ethanol,Late,6.05,226,Driver_3,7,9,550,3387,1110.07,11.74,3.47,1.45,0.21,6922,1.95,2.34,2.08,CityB,9111,4.61,22
TRIP-0412,2023-05-30 18:05:24.324324324,221,Ethanol,Incomplete,6.24,128,Driver_8,21,7,633,1962,159.18,27.19,2.78,1.68,0.58,4071,2.6,1.03,2.56,CityD,803,4.61,17
TRIP-0413,2023-05-31 02:50:05.405405406,269,Diesel,Late,7.11,194,Driver_9,21,6,1051,4586,1181.21,8.43,1.75,2.08,1.31,6641,2.47,2.64,4.72,CityE,2662,4.85,6
TRIP-0414,2023-05-31 11:34:46.486486486,207,Ethanol,On-Time,6.79,237,Driver_8,17,8,339,2761,844.01,13.41,3.61,2.77,0.88,8381,1.59,2.76,4.99,CityD,6986,3.17,17
TRIP-0415,2023-05-31 20:19:27.567567568,95,Ethanol,Late,6.38,136,Driver_8,30,9,1694,4680,1202.14,19.67,1.59,1.55,1.97,3792,1.12,2.71,2.46,CityE,4602,3.54,5
TRIP-0416,2023-06-01 05:04:08.648648650,422,Gasoline,On-Time,5.23,137,Driver_5,10,8,1355,3341,855.37,7.57,3.22,2.46,0.25,5778,1.29,1.75,2.91,CityE,7374,4.54,23
TRIP-0417,2023-06-01 13:48:49.729729730,55,Ethanol,On-Time,5.23,222,Driver_8,11,13,286,2267,1015.38,23.25,3.11,1.17,2.0,1014,2.68,1.92,2.4,CityA,1668,4.13,17
TRIP-0418,2023-06-01 22:33:30.810810812,148,Diesel,On-Time,5.01,260,Driver_1,22,6,1911,4680,1211.55,14.68,3.94,2.24,1.32,3415,2.46,1.02,3.73,CityE,915,4.12,29
TRIP-0419,2023-06-02 07:18:11.891891892,429,Diesel,Incomplete,7.9,118,Driver_2,30,7,382,4060,696.9,24.61,1.22,0.5,1.21,3685,2.33,1.8,2.5,CityA,5743,3.33,17
TRIP-0420,2023-06-02 16:02:52.972972974,282,Gasoline,Incomplete,5.02,209,Driver_7,9,12,567,2612,153.66,17.32,4.55,2.68,0.31,9159,1.26,1.92,3.75,CityC,649,3.56,29
TRIP-0421,2023-06-03 00:47:34.054054054,86,Diesel,Incomplete,5.31,221,Driver_9,9,9,328,1126,1297.43,9.52,3.81,0.58,0.69,8926,2.28,2.81,4.93,CityE,7024,4.04,13
TRIP-0422,2023-06-03 09:32:15.135135136,329,Diesel,Late,5.94,242,Driver_8,24,13,1469,4659,664.2,23.37,1.86,2.28,1.86,5100,2.54,2.79,4.73,CityC,6399,3.55,22
TRIP-0423,2023-06-03 18:16:56.216216216,398,Ethanol,Incomplete,7.42,136,Driver_4,5,8,1824,3914,819.66,11.3,1.73,0.62,0.84,7374,2.72,2.93,3.12,CityE,1338,3.42,7
TRIP-0424,2023-06-04 03:01:37.297297298,351,Ethanol,Late,7.89,150,Driver_4,17,11,1801,1875,160.48,17.27,2.73,1.17,1.39,7004,1.03,2.77,4.7,CityA,6644,3.18,22
TRIP-0425,2023-06-04 11:46:18.378378378,230,Diesel,On-Time,7.37,57,Driver_10,9,14,869,1681,814.32,6.89,4.27,1.74,2.0,6521,2.37,1.02,5.71,CityD,7966,3.31,21
TRIP-0426,2023-06-04 20:30:59.459459460,144,Gasoline,Late,7.07,126,Driver_6,17,6,1601,990,1481.76,20.45,4.37,1.55,0.67,8155,1.04,2.28,3.39,CityE,1820,4.54,6
TRIP-0427,2023-06-05 05:15:40.540540540,148,Gasoline,On-Time,6.56,249,Driver_1,24,6,348,4229,525.66,21.65,3.08,0.98,1.24,4297,2.41,1.14,3.32,CityB,2023,4.44,29
TRIP-0428,2023-06-05 14:00:21.621621622,237,Ethanol,Late,5.26,298,Driver_1,21,13,1184,4034,683.81,14.47,4.44,1.33,1.45,3633,2.27,1.55,4.29,CityD,5734,3.09,14
TRIP-0429,2023-06-05 22:45:02.702702704,165,Diesel,Incomplete,7.87,136,Driver_5,19,8,1051,3796,1077.71,28.86,1.02,2.32,0.5,4890,1.3,2.16,2.98,CityA,6644,3.41,16
TRIP-0430,2023-06-06 07:29:43.783783784,240,Ethanol,On-Time,7.28,92,Driver_8,27,10,1656,2440,1249.97,26.85,1.14,2.17,0.47,1791,2.53,2.4,4.61,CityB,1052,4.12,3
TRIP-0431,2023-06-06 16:14:24.864864866,302,Gasoline,Late,6.92,178,Driver_10,7,6,827,4908,713.48,22.7,4.65,0.68,1.02,1151,1.14,2.31,5.33,CityC,4256,3.65,9
TRIP-0432,2023-06-07 00:59:05.945945946,465,Diesel,Late,7.28,158,Driver_8,23,10,1949,2382,568.05,22.84,4.1,2.37,0.89,4063,2.65,1.1,3.84,CityA,4171,4.65,15
TRIP-0433,2023-06-07 09:43:47.027027028,210,Ethanol,Incomplete,7.17,228,Driver_5,9,11,1692,3487,1416.06,11.31,2.8,0.63,1.49,7367,1.52,1.21,4.72,CityD,981,4.57,21
TRIP-0434,2023-06-07 18:28:28.108108108,305,Ethanol,Incomplete,6.91,201,Driver_9,7,13,645,3659,1064.15,21.42,4.01,1.86,0.33,8904,2.38,1.26,4.61,CityC,1099,4.78,18
TRIP-0435,2023-06-08 03:13:09.189189190,372,Gasoline,Incomplete,7.94,276,Driver_1,13,8,1704,1181,310.68,9.96,4.82,1.15,1.95,3091,2.85,1.18,2.15,CityC,8177,4.13,30
TRIP-0436,2023-06-08 11:57:50.270270270,177,Ethanol,Late,7.71,201,Driver_2,11,8,1083,1573,243.05,8.6,4.09,1.97,0.23,5599,1.68,1.36,2.73,CityA,9856,3.7,30
TRIP-0437,2023-06-08 20:42:31.351351352,67,Gasoline,Incomplete,6.94,66,Driver_7,14,14,493,2887,802.79,29.99,4.37,1.15,1.28,8408,2.01,2.38,5.57,CityD,9695,4.21,28
TRIP-0438,2023-06-09 05:27:12.432432432,330,Gasoline,Late,7.08,182,Driver_3,19,9,1988,2894,447.12,20.56,4.04,2.96,1.21,3977,1.93,2.66,5.76,CityA,2482,3.18,10
TRIP-0439,2023-06-09 14:11:53.513513514,272,Diesel,Incomplete,5.15,197,Driver_5,11,9,1366,3193,492.88,15.77,1.67,1.27,0.44,1842,1.32,1.82,5.12,CityB,2134,3.02,10
TRIP-0440,2023-06-09 22:56:34.594594596,103,Diesel,Late,7.01,70,Driver_6,13,12,449,1870,1334.88,12.2,4.33,1.1,0.47,4793,2.18,2.39,5.68,CityB,8330,3.03,23
TRIP-0441,2023-06-10 07:41:15.675675676,107,Ethanol,On-Time,5.13,281,Driver_7,14,7,1077,4840,270.91,20.1,1.78,1.2,1.63,2659,2.49,1.4,3.22,CityE,3497,3.82,3
TRIP-0442,2023-06-10 16:25:56.756756758,372,Gasoline,Incomplete,6.76,107,Driver_6,13,13,1147,2656,1115.74,6.24,4.57,2.74,1.8,9789,2.83,2.95,2.99,CityC,1186,3.46,1
TRIP-0443,2023-06-11 01:10:37.837837838,409,Gasoline,On-Time,8.0,208,Driver_1,1,11,1174,3080,516.04,7.37,2.83,2.09,0.71,6162,2.7,1.7,3.54,CityE,6029,3.31,3
TRIP-0444,2023-06-11 09:55:18.918918920,223,Diesel,Late,6.67,159,Driver_7,8,8,1525,4891,1176.44,5.82,3.71,2.33,0.99,7446,2.02,2.69,2.22,CityD,2259,4.23,25
TRIP-0445,2023-06-11 18:40:00.000000000,329,Diesel,On-Time,6.42,277,Driver_1,12,14,1248,2659,1125.26,17.48,2.99,2.8,0.84,5270,2.44,2.89,5.24,CityB,7523,4.99,5
TRIP-0446,2023-06-12 03:24:41.081081082,163,Gasoline,Incomplete,5.94,188,Driver_10,19,10,988,3748,159.98,20.02,1.38,2.78,0.33,4603,2.6,2.73,5.94,CityE,6708,3.36,7
TRIP-0447,2023-06-12 12:09:22.162162162,337,Diesel,Incomplete,5.36,229,Driver_9,12,13,1183,4231,837.33,6.56,2.16,2.35,1.41,7764,1.99,1.13,5.3,CityB,7734,4.09,3
TRIP-0448,2023-06-12 20:54:03.243243244,480,Ethanol,Late,7.19,192,Driver_4,8,12,1088,4329,338.08,23.03,4.93,0.99,1.69,2216,1.23,2.3,4.22,CityB,2980,3.24,4
TRIP-0449,2023-06-13 05:38:44.324324324,391,Gasoline,Incomplete,5.58,260,Driver_6,8,13,1089,2127,1319.41,10.76,4.84,2.61,0.75,3291,1.88,1.24,3.18,CityB,7976,4.87,17
TRIP-0450,2023-06-13 14:23:25.405405406,200,Diesel,On-Time,5.35,184,Driver_9,29,12,269,3972,1326.64,22.13,2.28,1.01,1.98,4811,2.68,1.01,2.79,CityA,8270,3.58,3
TRIP-0451,2023-06-13 23:08:06.486486486,499,Ethanol,Incomplete,6.27,292,Driver_5,21,8,824,527,714.77,29.55,4.99,2.36,0.34,5993,2.19,1.1,3.46,CityE,614,4.76,23
TRIP-0452,2023-06-14 07:52:47.567567568,176,Gasoline,On-Time,7.39,77,Driver_2,13,7,1074,2485,749.93,22.28,4.38,2.21,1.39,6142,2.45,2.83,4.67,CityC,1068,3.57,4
TRIP-0453,2023-06-14 16:37:28.648648650,204,Ethanol,Incomplete,7.24,100,Driver_7,12,12,1335,4653,559.43,27.08,3.44,2.4,1.01,7862,1.37,2.82,3.79,CityE,8451,4.61,2
TRIP-0454,2023-06-15 01:22:09.729729730,435,Ethanol,Late,5.16,284,Driver_9,29,8,1587,2021,1117.42,28.7,1.16,1.83,1.0,7533,2.93,1.45,5.74,CityC,3189,3.42,14
TRIP-0455,2023-06-15 10:06:50.810810812,322,Gasoline,Incomplete,6.37,235,Driver_8,16,8,1526,796,634.19,17.17,4.61,2.1,1.02,8526,1.81,2.09,5.42,CityE,5090,3.59,5
TRIP-0456,2023-06-15 18:51:31.891891892,153,Ethanol,Late,6.57,54,Driver_9,1,7,670,2681,511.52,22.56,3.23,2.88,0.67,3978,2.31,2.91,2.41,CityE,3840,3.38,21
TRIP-0457,2023-06-16 03:36:12.972972974,466,Diesel,Incomplete,6.93,54,Driver_5,13,9,290,3902,733.51,26.3,4.47,0.75,1.49,6347,1.04,1.99,2.53,CityB,3488,3.53,2
TRIP-0458,2023-06-16 12:20:54.054054054,442,Diesel,Late,6.95,143,Driver_10,26,13,729,2796,273.51,13.92,4.34,1.27,1.5,8933,1.25,1.79,4.7,CityC,3651,4.67,15
TRIP-0459,2023-06-16 21:05:35.135135136,348,Diesel,On-Time,6.09,295,Driver_10,7,6,860,3097,1157.91,11.53,4.33,2.03,0.71,5595,2.56,1.97,2.92,CityC,3515,4.28,11
TRIP-0460,2023-06-17 05:50:16.216216216,295,Ethanol,On-Time,6.68,145,Driver_2,28,6,938,1401,167.01,28.66,3.79,2.91,1.7,7211,2.94,2.58,5.16,CityC,9513,3.81,22
TRIP-0461,2023-06-17 14:34:57.297297298,225,Diesel,On-Time,6.44,57,Driver_3,26,10,925,1598,1020.05,23.16,2.17,0.74,0.77,3170,1.64,1.95,4.37,CityE,6845,4.94,10
TRIP-0462,2023-06-17 23:19:38.378378378,88,Ethanol,On-Time,7.65,113,Driver_2,5,10,1071,2177,396.87,10.49,2.34,0.56,1.51,9527,1.07,2.57,2.92,CityC,4074,3.93,20
TRIP-0463,2023-06-18 08:04:19.459459460,219,Diesel,Late,6.59,187,Driver_7,8,6,1886,3381,463.75,16.23,2.23,0.64,0.42,4021,1.72,1.86,3.91,CityE,8338,4.94,30
TRIP-0464,2023-06-18 16:49:00.540540540,296,Gasoline,Late,6.32,87,Driver_6,25,11,391,1878,1008.1,24.91,1.08,0.63,0.5,9970,1.03,1.5,3.62,CityA,2108,3.39,1
TRIP-0465,2023-06-19 01:33:41.621621622,75,Ethanol,On-Time,6.21,160,Driver_6,27,6,1775,1748,1490.47,18.68,3.33,2.77,0.77,8836,1.38,1.65,5.49,CityB,1059,4.81,19
TRIP-0466,2023-06-19 10:18:22.702702704,404,Ethanol,On-Time,6.72,273,Driver_9,14,10,1465,4235,1199.92,21.25,3.8,2.3,1.27,2185,2.5,1.16,2.13,CityD,7121,3.03,14
TRIP-0467,2023-06-19 19:03:03.783783784,355,Diesel,On-Time,7.41,161,Driver_6,23,14,337,4741,454.88,23.84,4.42,2.19,1.36,4285,2.87,1.99,5.58,CityA,7626,4.09,25
TRIP-0468,2023-06-20 03:47:44.864864866,458,Gasoline,Incomplete,6.62,269,Driver_3,30,10,544,1764,387.63,20.55,1.56,1.81,0.91,4447,1.17,1.3,4.61,CityC,6065,3.85,26
TRIP-0469,2023-06-20 12:32:25.945945946,457,Diesel,On-Time,6.98,130,Driver_4,13,11,1403,2407,1319.41,18.5,3.18,2.45,0.34,4991,2.12,2.62,4.95,CityB,4935,4.05,23
TRIP-0470,2023-06-20 21:17:07.027027028,62,Diesel,Late,7.21,272,Driver_10,15,13,1208,1558,749.65,23.74,1.03,0.89,0.87,5899,1.51,1.84,2.01,CityB,6150,4.11,29
TRIP-0471,2023-06-21 06:01:48.108108108,365,Gasoline,Late,6.56,185,Driver_9,23,6,1935,3249,335.02,23.19,1.38,1.48,1.44,2935,1.28,2.53,4.51,CityB,9303,3.78,22
TRIP-0472,2023-06-21 14:46:29.189189190,440,Gasoline,Late,6.28,153,Driver_7,17,7,702,2548,1313.99,20.75,1.22,1.73,1.41,9825,1.44,2.91,4.35,CityB,2381,5.0,14
TRIP-0473,2023-06-21 23:31:10.270270270,362,Diesel,Incomplete,7.63,202,Driver_9,15,14,402,4748,1251.72,13.99,3.9,0.78,0.49,2285,2.16,2.7,4.15,CityC,4669,4.95,1
TRIP-0474,2023-06-22 08:15:51.351351352,85,Gasoline,Incomplete,6.25,122,Driver_1,20,8,772,2976,1478.27,15.15,1.32,1.55,0.21,9545,1.13,2.9,5.14,CityB,4363,4.92,25
TRIP-0475,2023-06-22 17:00:32.432432432,222,Diesel,Incomplete,6.39,243,Driver_1,18,11,391,4516,1378.15,29.26,3.87,1.29,1.56,8479,1.87,2.14,4.22,CityD,7936,4.96,29
TRIP-0476,2023-06-23 01:45:13.513513514,69,Ethanol,Incomplete,7.97,256,Driver_1,18,10,204,3697,1299.92,7.81,2.0,0.59,0.39,6255,1.27,1.33,5.43,CityD,4208,4.59,9
TRIP-0477,2023-06-23 10:29:54.594594596,370,Diesel,Late,5.0,227,Driver_3,2,7,1460,4053,220.98,11.71,4.51,0.84,0.35,2885,1.55,2.87,2.93,CityB,2209,4.98,17
TRIP-0478,2023-06-23 19:14:35.675675676,313,Ethanol,Incomplete,5.56,244,Driver_6,4,12,1916,4940,290.96,17.31,4.25,2.41,0.2,6062,1.38,2.74,5.22,CityE,8360,4.78,14
TRIP-0479,2023-06-24 03:59:16.756756758,449,Diesel,Incomplete,6.15,98,Driver_8,30,9,510,2261,918.13,25.92,4.83,0.55,0.98,8066,2.77,2.73,2.72,CityC,2192,3.83,13
TRIP-0480,2023-06-24 12:43:57.837837838,191,Gasoline,Incomplete,7.8,85,Driver_9,1,6,748,720,867.5,9.09,4.54,2.84,1.11,4022,2.42,2.39,5.25,CityD,9937,4.57,13
TRIP-0481,2023-06-24 21:28:38.918918920,420,Ethanol,On-Time,5.21,175,Driver_8,4,9,255,3388,768.25,11.92,4.73,0.72,1.35,6265,2.74,2.25,5.76,CityD,625,4.82,6
TRIP-0482,2023-06-25 06:13:20.000000000,192,Gasoline,Late,5.03,117,Driver_3,18,11,642,2164,685.67,6.64,4.43,2.5,0.73,2547,1.77,1.03,3.34,CityD,1699,4.43,7
TRIP-0483,2023-06-25 14:58:01.081081082,141,Ethanol,Incomplete,5.16,127,Driver_10,5,12,1460,4486,732.13,22.65,3.77,2.75,1.48,5204,1.63,2.5,4.12,CityA,6592,3.85,2
TRIP-0484,2023-06-25 23:42:42.162162162,403,Ethanol,On-Time,5.27,154,Driver_9,19,12,1069,3477,918.55,10.96,1.68,2.85,0.5,8590,1.76,1.18,4.63,CityA,3211,3.13,26
TRIP-0485,2023-06-26 08:27:23.243243244,371,Diesel,Late,5.11,218,Driver_3,15,12,1420,2371,152.8,14.72,2.09,2.67,1.7,2368,1.04,1.52,2.32,CityD,9682,4.62,8
TRIP-0486,2023-06-26 17:12:04.324324324,337,Diesel,Incomplete,6.44,266,Driver_6,28,8,784,1962,501.96,16.09,1.85,1.22,1.23,2757,2.45,2.1,3.98,CityE,6728,4.91,24
TRIP-0487,2023-06-27 01:56:45.405405406,264,Diesel,Late,6.74,171,Driver_10,8,11,1794,844,849.68,27.28,3.41,1.33,1.25,5917,1.7,1.9,3.44,CityC,6495,3.72,6
TRIP-0488,2023-06-27 10:41:26.486486486,496,Diesel,Late,5.82,168,Driver_6,20,13,951,544,1124.99,15.28,3.01,1.57,0.58,4484,1.63,1.03,5.49,CityC,8682,3.3,25
TRIP-0489,2023-06-27 19:26:07.567567568,391,Gasoline,On-Time,6.19,239,Driver_3,17,9,1737,2568,385.11,8.63,4.47,0.85,0.33,4052,2.2,2.65,5.51,CityD,6002,3.65,3
TRIP-0490,2023-06-28 04:10:48.648648650,100,Diesel,Incomplete,5.28,163,Driver_7,1,13,1672,2014,888.29,18.11,4.81,0.56,1.04,9382,1.87,2.76,4.8,CityD,6260,4.17,18
TRIP-0491,2023-06-28 12:55:29.729729730,202,Diesel,Late,6.01,59,Driver_10,12,7,559,3098,1114.52,29.07,2.62,2.67,1.31,1932,2.96,2.36,4.62,CityC,6082,3.63,18
TRIP-0492,2023-06-28 21:40:10.810810812,235,Ethanol,On-Time,6.57,198,Driver_5,26,14,1923,1501,750.25,20.19,3.03,1.89,0.37,5237,1.71,2.08,4.93,CityE,2998,4.22,22
TRIP-0493,2023-06-29 06:24:51.891891892,112,Gasoline,Late,7.2,213,Driver_10,19,14,1018,1533,186.56,29.58,4.89,2.02,1.91,8240,2.23,2.92,3.46,CityA,3065,4.93,23
TRIP-0494,2023-06-29 15:09:32.972972974,239,Gasoline,Late,5.01,189,Driver_6,15,13,229,2540,756.51,26.03,2.1,2.82,1.96,4238,1.62,1.24,3.62,CityA,7489,4.34,6
TRIP-0495,2023-06-29 23:54:14.054054054,174,Ethanol,On-Time,6.4,140,Driver_9,9,6,307,773,550.2,5.9,4.17,2.16,1.18,1565,2.98,2.48,4.21,CityD,5290,3.73,11
TRIP-0496,2023-06-30 08:38:55.135135136,199,Ethanol,Late,5.89,281,Driver_9,7,7,1043,3147,1405.03,21.46,1.9,2.23,1.91,6378,1.89,1.26,5.75,CityC,5524,4.87,3
TRIP-0497,2023-06-30 17:23:36.216216216,363,Diesel,On-Time,7.56,51,Driver_9,2,11,1825,2279,318.23,12.17,3.73,2.47,0.52,6558,2.27,1.76,4.9,CityA,8807,4.13,16
TRIP-0498,2023-07-01 02:08:17.297297298,107,Gasoline,Incomplete,7.15,167,Driver_8,29,10,916,4976,1030.84,18.99,2.01,0.79,0.25,1743,1.25,2.17,4.2,CityE,1531,3.26,5
TRIP-0499,2023-07-01 10:52:58.378378378,391,Diesel,Late,6.77,62,Driver_10,9,14,1090,978,221.17,11.98,4.53,1.4,0.27,9864,2.47,2.47,5.08,CityD,1741,4.0,24
TRIP-0500,2023-07-01 19:37:39.459459460,354,Ethanol,Incomplete,5.83,230,Driver_5,10,10,1159,1015,752.33,13.72,3.25,2.92,1.26,9722,1.54,1.01,3.48,CityB,2242,4.31,22
TRIP-0501,2023-07-02 04:22:20.540540542,229,Diesel,Incomplete,7.73,209,Driver_8,2,7,1668,4786,897.87,28.08,1.74,2.81,0.31,6409,1.9,1.52,4.92,CityD,6209,4.68,2
TRIP-0502,2023-07-02 13:07:01.621621622,219,Gasoline,Late,5.14,144,Driver_1,19,9,1092,1691,552.24,10.17,1.9,2.71,1.93,9753,2.77,2.08,3.64,CityB,6499,4.87,15
TRIP-0503,2023-07-02 21:51:42.702702704,375,Diesel,On-Time,5.33,193,Driver_6,11,14,1661,3168,764.35,26.85,2.98,1.63,0.46,6629,2.94,2.07,3.12,CityD,4590,3.63,16
TRIP-0504,2023-07-03 06:36:23.783783784,320,Gasoline,Late,6.17,81,Driver_6,13,6,931,1911,370.8,5.76,4.85,2.64,0.75,7318,1.85,2.28,4.44,CityC,8660,3.31,7
TRIP-0505,2023-07-03 15:21:04.864864866,103,Diesel,Late,5.37,81,Driver_2,10,6,805,3780,560.57,7.27,4.08,0.62,1.68,1301,2.67,1.61,4.75,CityC,7383,3.15,16
TRIP-0506,2023-07-04 00:05:45.945945946,493,Diesel,On-Time,7.87,173,Driver_7,14,12,656,771,988.49,26.37,2.95,0.87,0.59,4767,1.11,2.08,3.84,CityC,5629,4.48,24
TRIP-0507,2023-07-04 08:50:27.027027028,150,Gasoline,On-Time,7.39,275,Driver_10,18,8,814,642,557.43,20.76,2.35,1.53,0.64,5280,2.7,1.38,4.26,CityC,4903,4.59,4
TRIP-0508,2023-07-04 17:35:08.108108108,313,Gasoline,Late,5.78,60,Driver_5,19,7,1958,3832,1364.65,23.68,3.2,1.71,1.36,8506,2.26,1.37,4.78,CityE,7077,3.82,28
TRIP-0509,2023-07-05 02:19:49.189189190,102,Gasoline,On-Time,6.77,59,Driver_1,22,14,897,1287,998.35,10.24,3.99,1.16,0.7,9701,1.98,2.15,5.07,CityE,5397,3.79,16
TRIP-0510,2023-07-05 11:04:30.270270270,109,Diesel,Incomplete,7.95,64,Driver_10,9,8,1919,2181,742.18,18.43,4.14,1.39,0.59,7962,2.78,2.37,5.58,CityB,663,4.91,17
